scale,tiles,n,m,run,seed,algorithm,objective_type,status,objective,runtime,bbox_width,bbox_height,num_tiles,total_crossovers,crossovers_needing_completion,total_tiles_completed,completion_rate,avg_tiles_per_incomplete
1d,50,1,4,1,42,stochastic_greedy,area,success,21,0.003671486,21,1,50,,,,,
1d,50,1,4,1,42,genetic_greedy,area,success,19,2.553139213,19,1,50,28474,2825,32794,0.0992133174123762,11.608495575221239
1d,50,1,4,1,42,genetic_stochastic,area,success,19,1.590882991,19,1,50,28314,1289,32514,0.04552518188881825,25.22420480993018
1d,50,1,4,2,142,greedy,area,success,24,0.004797279,24,1,50,,,,,
1d,50,1,4,2,142,stochastic_greedy,area,success,20,0.003243295,20,1,50,,,,,
1d,50,1,4,2,142,genetic_greedy,area,success,18,1.13206204,18,1,50,28405,167,5206,0.0058792466115120574,31.17365269461078
1d,50,1,4,2,142,genetic_stochastic,area,success,18,2.910596595,18,1,50,28286,3610,57432,0.1276249734851163,15.909141274238227
1d,50,1,4,3,242,greedy,area,success,18,0.00380795,18,1,50,,,,,
1d,50,1,4,3,242,stochastic_greedy,area,success,22,0.003427756,22,1,50,,,,,
1d,50,1,4,3,242,genetic_greedy,area,success,18,1.171140966,18,1,50,28470,288,7138,0.010115911485774499,24.78472222222222
1d,50,1,4,3,242,genetic_stochastic,area,success,18,1.363935724,18,1,50,28501,1056,30281,0.037051331532226936,28.675189393939394
1d,50,1,4,4,342,greedy,area,success,23,0.003994709,23,1,50,,,,,
1d,50,1,4,4,342,stochastic_greedy,area,success,23,0.004084291,23,1,50,,,,,
1d,50,1,4,4,342,genetic_greedy,area,success,18,1.213375795,18,1,50,28375,386,13841,0.01360352422907489,35.85751295336787
1d,50,1,4,4,342,genetic_stochastic,area,success,18,1.527247327,18,1,50,28215,2224,26125,0.07882332092858409,11.746852517985612
1d,50,1,4,5,442,greedy,area,success,20,0.00451394,20,1,50,,,,,
1d,50,1,4,5,442,stochastic_greedy,area,success,20,0.003288119,20,1,50,,,,,
1d,50,1,4,5,442,genetic_greedy,area,success,18,1.079602557,18,1,50,28180,86,1803,0.0030518097941802697,20.96511627906977
1d,50,1,4,5,442,genetic_stochastic,area,success,18,2.10173222,18,1,50,28441,2467,60494,0.08674097253964347,24.521280907985407
1d,50,1,4,6,542,greedy,area,success,22,0.004032089,22,1,50,,,,,
1d,50,1,4,6,542,stochastic_greedy,area,success,21,0.003745354,21,1,50,,,,,
1d,50,1,4,6,542,genetic_greedy,area,success,18,1.163048002,18,1,50,28379,278,6270,0.009795975897670813,22.553956834532375
1d,50,1,4,6,542,genetic_stochastic,area,success,18,1.849388077,18,1,50,28512,1976,45843,0.06930415263748597,23.199898785425102
1d,50,1,4,7,642,greedy,area,success,19,0.003960103,19,1,50,,,,,
1d,50,1,4,7,642,stochastic_greedy,area,success,21,0.003934725,21,1,50,,,,,
1d,50,1,4,7,642,genetic_greedy,area,success,19,1.099859015,19,1,50,28517,169,4369,0.005926289581653049,25.85207100591716
1d,50,1,4,7,642,genetic_stochastic,area,success,19,1.604199472,19,1,50,28475,1300,36493,0.0456540825285338,28.071538461538463
1d,50,1,4,8,742,greedy,area,success,22,0.004062766,22,1,50,,,,,
1d,50,1,4,8,742,stochastic_greedy,area,success,19,0.005709365,19,1,50,,,,,
1d,50,1,4,8,742,genetic_greedy,area,success,19,1.061242105,19,1,50,28350,184,2254,0.006490299823633157,12.25
1d,50,1,4,8,742,genetic_stochastic,area,success,19,1.180066569,19,1,50,28250,429,13008,0.015185840707964601,30.321678321678323
1d,50,1,4,9,842,greedy,area,success,21,0.00490843,21,1,50,,,,,
1d,50,1,4,9,842,stochastic_greedy,area,success,18,0.005089095,18,1,50,,,,,
1d,50,1,4,9,842,genetic_greedy,area,success,18,0.993657302,18,1,50,28265,47,685,0.001662833893507872,14.574468085106384
1d,50,1,4,9,842,genetic_stochastic,area,success,18,1.57654501,18,1,50,28215,1093,34901,0.03873825979089137,31.931381518755718
1d,50,1,4,10,942,greedy,area,success,23,0.00478458,23,1,50,,,,,
1d,50,1,4,10,942,stochastic_greedy,area,success,24,0.00368791,24,1,50,,,,,
1d,50,1,4,10,942,genetic_greedy,area,success,20,1.113692848,20,1,50,28304,197,4118,0.006960146975692482,20.903553299492387
1d,50,1,4,10,942,genetic_stochastic,area,success,19,1.451041319,19,1,50,28408,1120,32690,0.039425513939735285,29.1875
1d,50,1,4,1,42,merge_greedy,area,success,20,0.633030137,20,1,50,,,,,
1d,50,1,4,2,142,merge_greedy,area,success,18,0.619293799,18,1,50,,,,,
1d,50,1,4,3,242,merge_greedy,area,success,21,0.623352438,21,1,50,,,,,
1d,50,1,4,4,342,merge_greedy,area,success,18,0.621114178,18,1,50,,,,,
1d,50,1,4,5,442,merge_greedy,area,success,19,0.624064403,19,1,50,,,,,
1d,50,1,4,6,542,merge_greedy,area,success,21,0.627433344,21,1,50,,,,,
1d,50,1,4,7,642,merge_greedy,area,success,20,0.627717559,20,1,50,,,,,
1d,50,1,4,8,742,merge_greedy,area,success,19,0.630037219,19,1,50,,,,,
1d,50,1,4,9,842,merge_greedy,area,success,18,0.623073758,18,1,50,,,,,
1d,50,1,4,10,942,merge_greedy,area,success,19,0.629251089,19,1,50,,,,,
1d,100,1,2,1,42,greedy,area,success,6,0.004470422,6,1,100,,,,,
1d,100,1,2,1,42,stochastic_greedy,area,success,5,0.003794205,5,1,100,,,,,
1d,100,1,2,1,42,genetic_greedy,area,success,5,1.58890381,5,1,100,28103,0,0,0.0,
1d,100,1,2,1,42,genetic_stochastic,area,success,5,1.547770235,5,1,100,28412,187,4484,0.0065817260312544,23.97860962566845
1d,100,1,2,2,142,greedy,area,success,5,0.003774955,5,1,100,,,,,
1d,100,1,2,2,142,stochastic_greedy,area,success,5,0.004939878,5,1,100,,,,,
1d,100,1,2,2,142,genetic_greedy,area,success,5,1.580963396,5,1,100,28361,0,0,0.0,
