algorithm,tiles,n,m,num_runs,successful_runs,obj_mean,obj_min,obj_max,obj_std,runtime_mean,runtime_min,runtime_max,runtime_std,crossovers_mean,completion_rate_mean,tiles_completed_mean,cplex_optimal,cplex_feasible,cplex_infeasible,cplex_timeout,cplex_failed
beam_search,8,4,6,10,10,179.2,168,188,5.946427498927402,0.2207690851,0.202975247,0.238221149,0.010527948981176014,,,,,,,,
merge_greedy,10,2,4,10,10,58.9,50,70,5.734980383575867,0.0203874946,0.015120022,0.02542931,0.002960046899119276,,,,,,,,
greedy,10,2,4,10,10,55.1,48,64,4.805205510693585,0.004047878600000001,0.002776868,0.005489108,0.0009206670077197511,,,,,,,,
stochastic_greedy,10,2,4,10,10,54.2,48,60,3.4871191548325386,0.0050011768,0.00249967,0.009588601,0.00204921960746816,,,,,,,,
genetic_greedy,10,2,4,10,10,51.3,45,56,3.8223029707232783,0.164252103,0.133598149,0.223107493,0.02342815286906878,12602.6,0.007132715986068851,441.4,,,,,
genetic_stochastic,10,2,4,10,10,47.2,42,52,2.6758176320519307,0.2141937772,0.175949713,0.324822173,0.04578446197955106,12597.0,0.03197100956849025,2220.5,,,,,
beam_search,10,2,4,10,10,50.0,45,56,3.6606010435446255,0.0866155297,0.073773897,0.096522752,0.008156055903357908,,,,,,,,
cplex,10,2,4,4,4,51.25,48,54,2.165063509461097,300.47987612475004,300.096454624,300.912512626,0.3246794870317027,,,,0,4,0,0,0
merge_greedy,10,4,6,10,10,249.8,208,280,21.79816506038983,0.2546576401,0.198347406,0.368603691,0.054172993295522366,,,,,,,,
greedy,10,4,6,10,10,225.8,212,236,6.954135460285484,0.09961740999999999,0.059873086,0.13960925,0.02393534239132891,,,,,,,,
stochastic_greedy,10,4,6,10,10,225.4,220,232,4.2,0.12118244900000001,0.068422888,0.248799154,0.049265047679404525,,,,,,,,
genetic_greedy,10,4,6,10,10,222.2,216,232,5.3999999999999995,1.7728729478999998,1.149803113,3.094862078,0.5828914805463566,12628.4,0.01173751186616016,691.0,,,,,
genetic_stochastic,10,4,6,10,10,221.0,212,232,5.60357029044876,4.039864667,3.198148402,6.575047808,1.0496165042065886,12611.2,0.05124853838393626,3926.9,,,,,
beam_search,10,4,6,10,10,221.0,212,232,5.60357029044876,0.517814196,0.429181038,0.582360883,0.036351385767447404,,,,,,,,
