algorithm,tiles,n,m,num_runs,successful_runs,obj_mean,obj_min,obj_max,obj_std,runtime_mean,runtime_min,runtime_max,runtime_std,crossovers_mean,completion_rate_mean,tiles_completed_mean,cplex_optimal,cplex_feasible,cplex_infeasible,cplex_timeout,cplex_failed
genetic_greedy,6,2,4,10,10,6.5,6,7,0.5,0.1307662551,0.062710016,0.290933702,0.07317116480160492,12605.2,0.10665221543109867,2160.0,,,,,
genetic_stochastic,6,2,4,10,10,6.4,6,7,0.4898979485566356,0.1259459216,0.069050917,0.189486461,0.041090466752305765,12592.2,0.10101487588910077,2210.3,,,,,
beam_search,6,2,4,10,10,6.4,6,7,0.4898979485566356,0.0146528501,0.013582826,0.016145961,0.0008108665541400079,,,,,,,,
cplex,6,4,6,10,10,12.0,12,12,0.0,21.692110685899998,17.97266767,32.683802775,4.128488767910091,,,,10,0,0,0,0
merge_greedy,6,4,6,10,10,15.8,12,21,2.993325909419153,0.035077748199999995,0.028397954,0.044896753,0.005073254821552822,,,,,,,,
greedy,6,4,6,10,10,14.4,14,15,0.4898979485566356,0.0015363307999999999,0.001256843,0.001795352,0.00015877460127098418,,,,,,,,
stochastic_greedy,6,4,6,10,10,14.1,13,15,0.7000000000000001,0.0014394575999999999,0.001173089,0.002205989,0.00029695524093277097,,,,,,,,
genetic_greedy,6,4,6,10,10,13.1,13,14,0.3,0.4001380116,0.210296217,0.762066799,0.16001461789943303,12617.3,0.01817278608186357,530.2,,,,,
genetic_stochastic,6,4,6,10,10,12.4,12,13,0.4898979485566356,0.5712218552,0.309290585,1.479790898,0.36243737103711754,12584.3,0.053568321374220504,1242.0,,,,,
beam_search,6,4,6,10,10,12.9,12,14,0.5385164807134504,0.06933477730000001,0.065662175,0.072764388,0.002137258956551266,,,,,,,,
cplex,8,2,4,10,10,7.0,7,7,0.0,3.2702301128999998,1.586907711,6.646313396,1.7802079403147273,,,,10,0,0,0,0
merge_greedy,8,2,4,10,10,10.0,7,13,1.7320508075688772,0.011346657,0.00990244,0.012920415,0.001044146614389665,,,,,,,,
greedy,8,2,4,10,10,7.9,7,8,0.3,0.0009427982999999999,0.000838802,0.001186983,0.00010268189720885563,,,,,,,,
stochastic_greedy,8,2,4,10,10,8.0,7,9,0.4472135954999579,0.0010890277,0.000828372,0.001635443,0.0002512211092090193,,,,,,,,
genetic_greedy,8,2,4,10,10,7.2,7,8,0.39999999999999997,0.1941111788,0.110540436,0.388484421,0.10562821043481452,12602.3,0.08177356343065426,2680.4,,,,,
genetic_stochastic,8,2,4,10,10,7.0,7,7,0.0,0.2244592936,0.125164802,0.388260073,0.08134842208356793,12616.4,0.138075277200012,4374.1,,,,,
beam_search,8,2,4,10,10,7.2,7,8,0.39999999999999997,0.0383272496,0.035911055,0.040740569,0.001457791493445355,,,,,,,,
cplex,8,4,6,10,10,14.4,14,15,0.4898979485566356,302.3166224482,301.186169656,305.908912059,1.455864241518908,,,,0,10,0,0,0
